"ucl","uel","epl","LaLiga","Bundesliga","SerieA","Ligue1","hours","years","fifa","age","origin","gender","sm","region","marketing","ajax","everton","lyon","arsenal","valencia","schalke","napoli","barcelona","manu","besiktas","chelsea","acmilan","juventus","monaco","feyenoord","liverpool","galatasaray","nice","dortmund","intermilan","leicestercity","wolfsburg","porto","atletico","mancity","montpellier","bayernmunich","realmadrid","tottenham","marseille","roma","villarreal","fenerbahce","psg","benfica","sevilla","juventusS","intermilanS","dortmundS","monacoS","chelseaS","bayernmunichS","schalkeS","barcelonaS","liverpoolS","tottenhamS","atleticoS","mancityS","manuS","realmadridS","ajaxS","napoliS","leicestercityS","wolfsburgS","tc","tcp","ts","tsp"
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","1-4 Hours","6+ Years","Rarely or Monthly","30-41","United States","Male","Daily","Region 4","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,100,18,50
"Yes","No","Yes","Yes","No","No","No","1-4 Hours","6+ Years","Rarely or Monthly","30-41","United States","Male","Daily","Region 4","Strongly Disagree",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,29,80.6,12,33.3
"Yes","Yes","Yes","Yes","Yes","No","No","1-4 Hours","6+ Years","Rarely or Monthly","42+","United States","Male","Daily","Region 3","Agree",1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,18,50,6,16.7
"Yes","No","No","No","Yes","No","No","5+ Hours","6+ Years","Rarely or Monthly","30-41","Foreign Country","Male","Daily","Region 1","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,36,100,13,36.1
"Yes","No","Yes","No","Yes","No","No","5+ Hours","6+ Years","Rarely or Monthly","30-41","United States","Male","Daily","Region 3","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,33,91.7,15,41.7
"Yes","No","Yes","No","Yes","No","No","5+ Hours","6+ Years","Rarely or Monthly","42+","United States","Male","Daily","Region 5","Agree",0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,18,50,7,19.4
"Yes","No","No","No","No","No","No","0 Hours","0 Years","Weekly or Daily","22-25","United States","Male","Daily","Region 3","Strongly Agree",1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,47.2,0,0
"Yes","No","Yes","Yes","Yes","No","No","0 Hours","0 Years","Weekly or Daily","30-41","United States","Male","Daily","Region 1","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,100,18,50
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","1-4 Hours","3-4 Years","Weekly or Daily","18-21","United States","Male","Daily","Region 3","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,36,100,13,36.1
"Yes","No","No","Yes","No","No","No","1-4 Hours","3-4 Years","Weekly or Daily","18-21","United States","Male","Daily","Region 3","Agree",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,30,83.3,10,27.8
"Yes","No","No","No","No","No","No","1-4 Hours","3-4 Years","Weekly or Daily","18-21","United States","Male","Daily","Region 3","Agree",0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,36.1,2,5.6
"Yes","No","Yes","No","No","No","No","1-4 Hours","1-2 Years","Weekly or Daily","18-21","United States","Male","Daily","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,36,100,8,22.2
"Yes","No","No","Yes","No","No","No","1-4 Hours","6+ Years","Weekly or Daily","22-25","United States","Male","Daily","Region 5","Disagree",0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,83.3,0,0
"Yes","No","Yes","Yes","No","No","No","1-4 Hours","6+ Years","Weekly or Daily","30-41","Foreign Country","Male","Daily","Region 5","Disagree",0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,47.2,1,2.8
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","1-4 Hours","6+ Years","Weekly or Daily","18-21","Foreign Country","Male","Daily","Region 4","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,36,100,11,30.6
"No","No","No","Yes","Yes","No","Yes","1-4 Hours","6+ Years","Weekly or Daily","18-21","United States","Female","Daily","Region 1","Strongly Agree",0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,25,2,5.6
"Yes","No","Yes","No","No","No","No","1-4 Hours","6+ Years","Weekly or Daily","18-21","United States","Male","Daily","Region 3","Agree",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,34,94.4,9,25
"Yes","No","Yes","No","No","No","No","1-4 Hours","3-4 Years","Weekly or Daily","18-21","United States","Male","Daily","Region 4","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,36,100,9,25
"Yes","No","No","Yes","No","No","No","1-4 Hours","3-4 Years","Weekly or Daily","18-21","United States","Male","Daily","Region 5","Strongly Agree",1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,29,80.6,16,44.4
"Yes","No","Yes","Yes","No","No","No","1-4 Hours","3-4 Years","Weekly or Daily","18-21","United States","Male","Daily","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,36,100,10,27.8
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","1-4 Hours","5-6 Years","Weekly or Daily","18-21","United States","No Response","Daily","Region 5","Disagree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,97.2,18,50
"Yes","Yes","Yes","Yes","No","No","No","1-4 Hours","6+ Years","Weekly or Daily","18-21","United States","Male","Daily","Region 5","No Response",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,34,94.4,8,22.2
"Yes","No","Yes","No","Yes","No","No","1-4 Hours","3-4 Years","Weekly or Daily","22-25","United States","Male","Daily","Region 1","Disagree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,36,100,11,30.6
"Yes","No","Yes","No","Yes","No","No","1-4 Hours","1-2 Years","Weekly or Daily","22-25","United States","Male","Daily","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,100,18,50
"No","No","Yes","No","No","No","No","1-4 Hours","3-4 Years","Weekly or Daily","22-25","United States","Male","Daily","Region 5","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,97.2,18,50
"Yes","Yes","Yes","No","Yes","Yes","No","1-4 Hours","5-6 Years","Weekly or Daily","26-29","United States","Male","Daily","Region 3","Disagree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,31,86.1,15,41.7
"Yes","No","Yes","No","No","No","No","1-4 Hours","5-6 Years","Weekly or Daily","26-29","United States","Male","Daily","Region 4","Agree",1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,22,61.1,6,16.7
"Yes","No","Yes","No","No","No","No","1-4 Hours","6+ Years","Weekly or Daily","30-41","United States","Male","Daily","Region 1","Strongly Agree",1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,27,75,11,30.6
"Yes","No","Yes","Yes","Yes","No","No","1-4 Hours","6+ Years","Weekly or Daily","30-41","United States","Male","Daily","Region 5","Agree",0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,44.4,3,8.3
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","1-4 Hours","1-2 Years","Weekly or Daily","30-41","United States","Male","Daily","Region 5","Agree",1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,25,69.4,16,44.4
"Yes","No","Yes","Yes","Yes","No","No","5+ Hours","6+ Years","Weekly or Daily","18-21","United States","Male","Daily","Region 4","Agree",1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,25,69.4,15,41.7
"Yes","Yes","Yes","Yes","Yes","Yes","No","5+ Hours","6+ Years","Weekly or Daily","26-29","Foreign Country","Male","Daily","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,36,100,15,41.7
"Yes","Yes","Yes","No","Yes","No","No","5+ Hours","6+ Years","Weekly or Daily","26-29","United States","Male","Daily","Region 5","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,23,63.9,6,16.7
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","5+ Hours","6+ Years","Weekly or Daily","No Response","United States","Male","Daily","Region 3","Disagree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,35,97.2,15,41.7
"No","Yes","Yes","Yes","No","No","No","5+ Hours","5-6 Years","Weekly or Daily","18-21","United States","Male","Daily","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,29,80.6,4,11.1
"Yes","Yes","Yes","Yes","Yes","No","Yes","5+ Hours","6+ Years","Weekly or Daily","22-25","Foreign Country","Male","Daily","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,35,97.2,17,47.2
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","5+ Hours","6+ Years","Weekly or Daily","22-25","United States","Male","Daily","Region 4","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,35,97.2,16,44.4
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","5+ Hours","5-6 Years","Weekly or Daily","22-25","United States","Male","Daily","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,36,100,16,44.4
"Yes","Yes","Yes","Yes","Yes","Yes","No","5+ Hours","5-6 Years","Weekly or Daily","22-25","United States","Male","Daily","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,36,100,15,41.7
"Yes","No","Yes","No","No","No","No","1-4 Hours","1-2 Years","Weekly or Daily","18-21","United States","Male","Hourly","Region 1","Agree",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13.9,0,0
"Yes","No","Yes","No","No","No","No","1-4 Hours","6+ Years","Weekly or Daily","26-29","United States","Male","Hourly","Region 4","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,35,97.2,13,36.1
"Yes","No","Yes","Yes","Yes","No","No","1-4 Hours","5-6 Years","Weekly or Daily","42+","United States","Male","Hourly","Region 3","Agree",0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,25,69.4,15,41.7
"Yes","No","Yes","No","No","No","No","1-4 Hours","3-4 Years","Weekly or Daily","18-21","United States","Male","Hourly","Region 5","Disagree",0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,23,63.9,8,22.2
"Yes","Yes","Yes","No","No","No","No","1-4 Hours","5-6 Years","Weekly or Daily","22-25","United States","Male","Hourly","Region 5","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,100,18,50
"Yes","No","Yes","No","No","Yes","No","1-4 Hours","6+ Years","Weekly or Daily","26-29","United States","Female","Hourly","Region 5","Disagree",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,31,86.1,10,27.8
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","5+ Hours","6+ Years","Weekly or Daily","22-25","United States","Male","Hourly","Region 1","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,100,18,50
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","5+ Hours","6+ Years","Weekly or Daily","18-21","United States","Male","Hourly","Region 4","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,100,18,50
"Yes","Yes","Yes","Yes","No","No","No","5+ Hours","0 Years","Weekly or Daily","22-25","Foreign Country","Male","Hourly","Region 5","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,100,18,50
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","5+ Hours","3-4 Years","Weekly or Daily","22-25","United States","Male","Hourly","Region 5","Agree",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,30,83.3,13,36.1
"Yes","Yes","No","Yes","Yes","No","No","5+ Hours","6+ Years","Weekly or Daily","22-25","United States","Male","Hourly","Region 5","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,97.2,18,50
"Yes","Yes","Yes","Yes","Yes","No","No","5+ Hours","6+ Years","Weekly or Daily","30-41","United States","Male","Hourly","Region 3","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,36,100,16,44.4
"Yes","No","No","No","No","No","No","0 Hours","0 Years","Rarely or Monthly","18-21","United States","Male","Hourly","Region 1","Agree",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0
"Yes","No","Yes","Yes","Yes","No","No","1-4 Hours","5-6 Years","Rarely or Monthly","18-21","United States","Male","Hourly","Region 1","Agree",0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,30.6,1,2.8
"Yes","No","Yes","No","No","No","No","1-4 Hours","1-2 Years","Rarely or Monthly","22-25","United States","Male","Hourly","Region 4","Agree",0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,19,52.8,3,8.3
"Yes","No","Yes","No","No","No","No","1-4 Hours","5-6 Years","Rarely or Monthly","22-25","United States","Male","Hourly","Region 4","Strongly Disagree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,33,91.7,11,30.6
"Yes","Yes","Yes","Yes","No","Yes","No","1-4 Hours","6+ Years","Rarely or Monthly","22-25","United States","Male","Hourly","Region 5","Agree",0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,26,72.2,4,11.1
"No","No","Yes","No","No","No","No","1-4 Hours","5-6 Years","Rarely or Monthly","42+","United States","Male","Hourly","Region 3","Agree",1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,15,41.7,4,11.1
"Yes","Yes","Yes","Yes","Yes","No","No","1-4 Hours","6+ Years","Rarely or Monthly","18-21","United States","Male","Hourly","Region 5","Disagree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,34,94.4,6,16.7
"No","No","Yes","No","No","No","No","1-4 Hours","5-6 Years","Rarely or Monthly","22-25","United States","Female","Hourly","Region 3","Strongly Agree",0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,16.7,1,2.8
"Yes","Yes","Yes","No","No","No","No","1-4 Hours","6+ Years","Rarely or Monthly","22-25","United States","Male","Hourly","Region 3","Agree",1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,28,77.8,6,16.7
"Yes","Yes","Yes","No","No","No","No","5+ Hours","6+ Years","Rarely or Monthly","30-41","United States","Male","Hourly","Region 4","Agree",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,31,86.1,8,22.2
"Yes","No","Yes","Yes","Yes","Yes","Yes","5+ Hours","6+ Years","Rarely or Monthly","18-21","Foreign Country","Male","Hourly","Region 1","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,36,100,12,33.3
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","5+ Hours","6+ Years","Rarely or Monthly","26-29","United States","Male","Hourly","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,94.4,18,50
"Yes","No","Yes","Yes","Yes","No","No","5+ Hours","6+ Years","Rarely or Monthly","30-41","United States","Male","Hourly","Region 4","Strongly Agree",1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,27,75,13,36.1
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Male","Hourly","No Response","No Response",0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13.9,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Female","Hourly","Region 5","Disagree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Male","Hourly","Region 5","No Response",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Male","Hourly","Region 5","No Response",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","22-25","United States","Female","Hourly","Region 4","No Response",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.3,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","22-25","United States","Male","Hourly","Region 4","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","22-25","United States","Female","Hourly","Region 5","Agree",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Male","Hourly","Region 1","Agree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
